Ensemble_ID,Chromosome,Uniprot_ID,Gene_symbol,Biotype,GO_name,Namespace,distance,peak_Start,peak_Stop,Cell_line,Fold_change,p-value,q-value
ENST00000347630,17,O43791,SPOP,protein_coding,proteasome-mediated ubiquitin-dependent protein catabolic process,biological_process,-238,49678400,49678550,AC16,12.93219,70.71448,66.18869
ENST00000347630,17,O43791,SPOP,protein_coding,Cul3-RING ubiquitin ligase complex,cellular_component,-238,49678400,49678550,AC16,12.93219,70.71448,66.18869
ENST00000347699,2,O95819,MAP4K4,protein_coding,cytoplasm,cellular_component,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,cytoplasm,cellular_component,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,nucleotide binding,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,nucleotide binding,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein kinase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein kinase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein serine/threonine kinase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein serine/threonine kinase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,ATP binding,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,ATP binding,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein phosphorylation,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein phosphorylation,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,transferase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,transferase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,kinase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,kinase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,MAPK cascade,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,MAPK cascade,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,phosphorylation,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,phosphorylation,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein binding,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,protein binding,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,activation of MAPKKK activity,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,activation of MAPKKK activity,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,neuron projection morphogenesis,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,neuron projection morphogenesis,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,MAP kinase kinase kinase kinase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,MAP kinase kinase kinase kinase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,regulation of mitotic cell cycle,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,regulation of mitotic cell cycle,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,intracellular signal transduction,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,intracellular signal transduction,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,regulation of JNK cascade,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,regulation of JNK cascade,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,creatine kinase activity,molecular_function,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,creatine kinase activity,molecular_function,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347699,2,O95819,MAP4K4,protein_coding,negative regulation of apoptotic process,biological_process,0,101827650,101827900,GM12892,21.21813,52.57788,46.18775
ENST00000347699,2,O95819,MAP4K4,protein_coding,negative regulation of apoptotic process,biological_process,0,101827650,101827900,GM10847,26.31428,66.50072,59.37502
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,transport,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cytoplasm,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,membrane,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein transport,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"regulation of transcription, DNA-templated",biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi apparatus,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,protein binding,molecular_function,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Golgi membrane,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,multicellular organism development,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic active zone,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,cadherin binding,molecular_function,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,negative regulation of apoptotic process,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,positive regulation of NF-kappaB transcription factor activity,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,presynaptic membrane,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,Rab GTPase binding,molecular_function,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,IkappaB kinase complex,cellular_component,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,leucine zipper domain binding,molecular_function,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,I-kappaB phosphorylation,biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1215200,1215400,GM18505,13.31096,103.90756,99.46362
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,"retrograde transport, endosome to Golgi",biological_process,0,1064250,1064400,GM19099,7.98866,45.42337,41.33561
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,synapse,cellular_component,0,1183950,1184100,A549,12.55522,29.78682,24.19298
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,synapse,cellular_component,0,1064250,1064400,SGBS,15.40265,39.01348,33.77042
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,synapse,cellular_component,0,1215200,1215400,AC16,11.15664,85.30067,80.51705
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,synapse,cellular_component,0,1215200,1215400,GM19099,6.60958,39.39474,35.46177
ENST00000347735,12,Q8IUD2,ERC1,nonsense_mediated_decay,synapse,cellular_component,0,1183950,1184100,Beas,7.76212,43.54073,38.43409
